dataset,snapshot,pair,spearman,spearman_lo,spearman_hi
UCI,T0,logreg-rf,0.8415389205224595,0.7724638670078859,0.8960940880469161
UCI,T0,logreg-hgb,0.7560219528162577,0.6874648152356337,0.8138612783599773
UCI,T0,rf-hgb,0.8625268798033349,0.8169764786992747,0.8993274018884846
UCI,T1,logreg-rf,0.8502455419458613,0.790618219901273,0.8930924638954393
UCI,T1,logreg-hgb,0.7666618022927807,0.6992094172102419,0.8136651854158613
UCI,T1,rf-hgb,0.8512096196289609,0.8081714190358179,0.8860407006548167
