snapshot,dist_scholarship_Y,dist_scholarship_N,dist_gap_raw,dist_gap_adj,adj_lo,adj_hi,cf_success_Y,cf_success_N
T1,2.8562023893371262,3.7709187983854906,-0.9147164090483644,-0.6286622772043857,-1.5399095064446666,0.04606215549437905,1.0,1.0
