snapshot,model,group,ECE,TPR,FPR,recourse_distance,cf_success_rate
T1,hgb,scholarship_Y,0.07308042225685499,0.5714285714285714,0.05263157894736842,2.8562023893371262,1.0
T1,hgb,scholarship_N,0.02393207187340725,0.7890625,0.11439114391143912,3.7709187983854906,1.0
T1,hgb,gender_M,0.04953104452581292,0.8333333333333334,0.0891089108910891,,
T1,hgb,gender_F,0.05040429742351077,0.6940298507462687,0.09090909090909091,,
T1,hgb,age_young,0.044780193093016105,0.5866666666666667,0.06302521008403361,,
T1,hgb,age_older,0.030022523812791524,0.8466257668711656,0.1509433962264151,,
