cutoff_week,model,attribute,dp_gap,eo_gap,eo_lo,eo_hi,fpr_gap,fpr_lo,fpr_hi
5,logreg,imd,0.0002377522333721848,0.0,0.0,0.0,0.00043266598774407364,-0.002494382331022186,0.0032832102192538633
5,logreg,disability,0.0006740572571154827,0.0,0.0,0.0,0.0009460361878716574,-0.001783179437969956,0.005413304076570564
5,logreg,age,0.0004336513443191674,0.0,0.0,0.0,0.0005644933672029354,0.0,0.0014120504494278823
5,rf,imd,-0.0004925497442914485,0.0057251908396946565,0.0,0.013183920199075112,-0.0023772101775598425,-0.00606994067382291,0.0005391465384543322
5,rf,disability,-0.00017860304302094298,-0.003169572107765452,-0.006493902761193241,-0.0007763975155279503,0.0007287393604053383,-0.0019766012272618085,0.005396667506261869
5,rf,age,0.001517779705117086,0.0018709073900841909,0.0,0.0047192166681570245,0.0014112334180073384,0.0002820715682767934,0.002825696909504601
5,hgb,imd,0.004912272658610715,-0.009465648854961834,-0.036799835147191505,0.01515344556826455,0.007351397383597152,0.00012218302366228626,0.014645288448862388
5,hgb,disability,0.00840553825645939,-0.0026056605057703693,-0.02649682341491724,0.029469214256508107,0.010981439670980803,-0.0017713970779529604,0.02475366519196845
5,hgb,age,-0.0034733018049714435,-0.17006548175865296,-0.6362011863044039,0.036700908695412406,0.01100762066045724,0.00788493638876048,0.014455884778067734
10,logreg,imd,0.0025262276861153284,0.0019083969465648854,0.0,0.006013238598408938,0.0031356020336282524,-0.002759844856072127,0.0094156350009002
10,logreg,disability,0.0037113504056319833,-0.001584786053882726,-0.00404571821788269,0.0,0.0055993682492235615,-0.0025549032158390344,0.014246092925304411
10,logreg,age,0.004553339115351257,0.0018709073900841909,0.0,0.004708541669994728,0.005362686988427886,0.0031001203759506656,0.007975905963708464
10,rf,imd,-0.00012313743607286212,-0.0011685261303581915,-0.008984920224627777,0.005639363238604986,0.0,0.0,0.0
10,rf,disability,0.0015186465742582506,0.0029653972173879226,-0.005587151733276035,0.016974918756370888,0.0009460361878716574,-0.0019417685284336304,0.005435282292057116
10,rf,age,0.0013009540329575022,0.0018709073900841909,0.0,0.0047045555099424295,0.0011289867344058708,0.0,0.00227534523048712
10,hgb,imd,0.01528902619153837,0.01553728714034057,-0.022933443027694764,0.04825336650261827,0.011243429069267764,0.001938525799969701,0.020560329613467963
10,hgb,disability,0.020213646730470824,0.020120949316014117,-0.022267945550304164,0.06804154326988084,0.01803828664101504,0.0007514611640191278,0.03600612026751969
10,hgb,age,-0.00998216302017706,-0.141066417212348,-0.6079376812818563,0.07027290498526578,-0.002487298899237933,-0.04553469682923648,0.021505528519123837
15,logreg,imd,0.003863694205369733,0.003816793893129771,0.0,0.009901481219550526,0.004107874128536137,-0.0003984822934904573,0.009781866431116707
15,logreg,disability,0.002696229028461931,-0.002377179080824089,-0.0054186945103660965,0.0,0.004436035233885586,-0.0025565382912091012,0.012555568640487165
15,logreg,age,-0.014748236757269797,0.002806361085126286,0.0,0.006436197634035164,-0.01631738639570985,-0.06156319271562632,0.006202643472657324
15,rf,imd,0.0011972838056344632,-0.00159718144450969,-0.014606190182306574,0.011052291071905355,0.0016217616275305074,-0.002151949406468222,0.005450418649794241
15,rf,disability,-0.001388469429199254,0.0027612223270103934,-0.012004383116883116,0.02325804101157113,-0.0029653067065220843,-0.006777585994092766,0.002264852111236057
15,rf,age,-0.012796805707833543,-0.19345182413470535,-0.6611751778291354,0.010122395842173693,0.0059271803556308214,0.003632223471834351,0.008513295196574141
15,hgb,imd,0.018371282586603234,0.012847915443335287,-0.03275344246791008,0.05330721023885526,0.013082995343689847,0.00015235581399132087,0.024543791456613163
15,hgb,disability,0.010436822427959964,-0.043066317948917396,-0.08915419480291956,0.001305055230037455,0.023868201524257743,0.005435885481410362,0.0446426409631481
15,hgb,age,-0.022132582761949952,-0.47839101964452757,-0.8854264442138681,0.12056211419609363,0.011907281964436921,-0.0310038219817783,0.0369756198674976
25,logreg,imd,0.0049548858524784125,0.003816793893129771,0.0,0.009901481219550526,0.005512812211188095,0.0009098643273477034,0.010971785523163836
25,logreg,disability,0.003037293148516501,-0.002377179080824089,-0.0054186945103660965,0.0,0.004870628888818224,-0.002282531391742123,0.013243411263872915
25,logreg,age,-0.015181888101588964,0.002806361085126286,0.0,0.006436197634035164,-0.016881879762912784,-0.062137423439077785,0.005611908858114591
25,rf,imd,0.04024919020237447,0.028925425719318887,-0.03662570210236438,0.10025703361027193,0.025847132533146522,0.004246538126209467,0.04574046551755015
25,rf,disability,0.025454838944836133,0.00860451323733874,-0.06636933799898957,0.08849386779271586,0.020932044392151877,-0.008307792022943373,0.04918245587972011
25,rf,age,0.06481451177404311,-0.2856875584658559,-0.698333902939166,0.3078822783316618,0.06694538526672313,0.019994334097275277,0.09479612678050577
25,hgb,imd,0.04154874567329141,0.043687610099823804,-0.022259974866962146,0.10893674896642379,0.023356114522075783,0.005646657271950011,0.03983217167326125
25,hgb,disability,0.03273017922789333,0.02427250542035725,-0.05416008271630604,0.10278142303432998,0.025736424248205977,0.0026468058598775623,0.04923356944960283
25,hgb,age,0.050291282789769104,-0.3240411599625818,-0.7365115255391366,0.2733771648029569,0.0558848433530906,0.04874560283908726,0.0633246904085796
