cutoff_week,axis,gap,lo,hi,p_boot,n_boot_valid
5,imd_context_adj,0.013044191828283432,-0.025235407547348168,0.05205340090875201,0.5229540918163673,500
10,imd_context_adj,0.04806409517351506,0.015679217974333498,0.08344389302226064,0.003992015968063872,500
15,imd_context_adj,0.04444656658505989,0.020039486556159326,0.07026088343854177,0.003992015968063872,500
25,imd_context_adj,0.015219892783544377,-0.0026267848891868856,0.03352375812008633,0.11976047904191617,500
