model_seed,cutoff_week,gap,lo,hi,p_boot,n_boot_valid,auroc,ece
42,15,0.051042133572389056,0.023399475925602625,0.07864815835609025,0.001998001998001998,1000,0.8795731628212106,0.016184495246099384
7,15,0.05555804571940834,0.02608031488627997,0.0839267315974216,0.001998001998001998,1000,0.8794949887400866,0.012082337745307497
2026,15,0.06200134468848051,0.03227956987374791,0.09278431166945308,0.001998001998001998,1000,0.8786548266134033,0.011529228921239199
