axis,policy,threshold,gap,lo,hi,p_boot,n_boot_valid,flag_rate,recall,precision
scholarship_T1,fixed_0.5,0.5,0.0617595649640707,0.011005200243699735,0.11152557773342492,0.017598240175982403,10000.0,,,
scholarship_T1,recall_0.8,0.35294117647058826,0.10200470425756888,,,,,0.4201101928374656,0.8309859154929577,0.7737704918032787
scholarship_T1,budget_25pct,0.8428046489448984,0.014134351869834489,,,,,0.25068870523415976,0.6091549295774648,0.9505494505494505
