cutoff_week,spearman_mean_profile,per_row_spearman_median,per_row_spearman_q25,per_row_spearman_q75
5,0.996947496947497,0.9603174603174602,0.9413919413919414,0.9743589743589743
10,0.9945054945054945,0.9578754578754578,0.938949938949939,0.9719169719169719
15,0.995115995115995,0.9575702075702075,0.9333028083028083,0.9719169719169719
25,0.9938931297709922,0.9383206106870228,0.912824427480916,0.9609160305343512
