holdout,n_test,auroc,ece,gap,lo,hi,p_boot,n_boot_valid
2014J,8404,0.8399863286269511,0.036987412807029156,0.03969249581087814,0.01388860843223579,0.06560458080661029,0.0009995002498750624,2000
