cutoff_week,model,axis,gap,lo,hi,n_boot_valid
5,hgb,imd,0.020925666199158477,-0.015231648005936247,0.05608341550016184,1000
10,hgb,imd,0.04308606006275213,0.00992601386304688,0.07592154948701911,1000
15,hgb,imd,0.051042133572389056,0.023399475925602625,0.07864815835609025,1000
25,hgb,imd,0.0185342895562528,0.00025315902009700065,0.036766920350872104,1000
