cutoff_week,axis,gap,lo,hi,p_boot,n_boot_valid
5,imd_failonly,0.030668700175699573,0.007621072115518076,0.053688802203257543,0.00999000999000999,1000
10,imd_failonly,0.06225296442687747,0.03340201205842218,0.09128206322914371,0.001998001998001998,1000
15,imd_failonly,0.03967072484731598,0.016511012865822957,0.06376749616660694,0.001998001998001998,1000
25,imd_failonly,0.033599251489634115,0.009440266598923167,0.058986945380184584,0.001998001998001998,1000
